id,sentence1,sentence2,label,sentence1_clean,sentence2_clean
606718,RAF-Avia is a Latvian carrier based in Riga and headquartered at Riga International Airport .,RAF-Avia is a Latvian airline based in Riga and headquartered at Riga International Airport .,0,rafavia latvian carrier based riga headquartered riga international airport,rafavia latvian airline based riga headquartered riga international airport
460728,"Outer membrane - Porin D is a protein family containing bacterial outer membrane - porine , which is involved in the transport of other amino acids , peptides , antibiotics and cationic compounds .","Outer membrane porin D is a protein family containing bacterial outer membrane porins which are involved in transport of cationic amino acids , peptides , antibiotics and other compounds .",0,outer membrane porin protein family containing bacterial outer membrane porine involved transport amino acid peptide antibiotic cationic compound,outer membrane porin protein family containing bacterial outer membrane porins involved transport cationic amino acid peptide antibiotic compound
521929,"It is found from Poland east to France , Italy , Slovenia , Serbia and Montenegro and Romania and from the Netherlands to the south to Norway and Sweden .","It is found from Poland east to France , Italy , Slovenia , Serbia and Montenegro and Romania and from the Netherlands south to Norway and Sweden .",1,found poland east france italy slovenia serbia montenegro romania netherlands south norway sweden,found poland east france italy slovenia serbia montenegro romania netherlands south norway sweden
163195,"After an AC / DC show in Machen , Promoter Alex Young asked the band to record Rudy Holzhauer 's song in studio mesh .","After an AC / DC show in Machen , promoter Rudy Holzhauer asked the band to record Alex Young 's song in Studio Maschen .",0,ac dc show machen promoter alex young asked band record rudy holzhauer song studio mesh,ac dc show machen promoter rudy holzhauer asked band record alex young song studio maschen
535561,"Originally from Bangor , County Down , the club is now based at the Drome in Newtownards .","Originally from Newtownards , the club is now at the drome in Bangor , County Down .",0,originally bangor county club based drome newtownards,originally newtownards club drome bangor county
48460,"In 1752 , Dawson Priscilla Bassett , the daughter of Colonel Dawson , married William Bassett , who died in Williamsburg on November 29 , 1760 .","In 1752 Dawson married Priscilla Bassett , the daughter of Colonel William Bassett . Dawson died on November 29 , 1760 , reportedly in Williamsburg .",0,1752 dawson priscilla bassett daughter colonel dawson married william bassett died williamsburg november 29 1760,1752 dawson married priscilla bassett daughter colonel william bassett dawson died november 29 1760 reportedly williamsburg
364228,"He died on 12 August 1886 in Dansville , New York , and was buried in the Bellefontaine cemetery in St. Louis , Missouri .","He died in St. Louis , Missouri on August 12 , 1886 , and was buried at Bellefontaine Cemetery in Dansville , New York .",0,died 12 august 1886 dansville new york buried bellefontaine cemetery st louis missouri,died st louis missouri august 12 1886 buried bellefontaine cemetery dansville new york
509438,Lang is a former chairman of the Oregon Liquor Control Commission and of the National Alcohol Beverage Control Association .,Lang is a former president of the Oregon Liquor Control Commission and the National Alcohol Beverage Control Association .,1,lang former chairman oregon liquor control commission national alcohol beverage control association,lang former president oregon liquor control commission national alcohol beverage control association
137634,"However , it was demolished at some point , and in its place a new `` massive and complex `` version was built .","It was however at some point demolished , and a massive and elaborate `` new `` version was built in its place .",0,however demolished point place new massive complex version built,however point demolished massive elaborate new version built place
205317,"The route was extended south to Palestine and north to Linden on May 18 , 1944 .",The route was extended south to Palestine on 18 May 1944 and to Linden to the north .,1,route extended south palestine north linden may 18 1944,route extended south palestine 18 may 1944 linden north
10487,The manuscripts of this text are also found alternatively as `` Turiyatita Upanishad `` and `` Turiyatitavadhutopanisad `` .,"Manuscripts of this text are alternatively titled also found as `` Turiyatita Upanishad `` , and `` Turiyatitavadhutopanisad `` .",1,manuscript text also found alternatively turiyatita upanishad turiyatitavadhutopanisad,manuscript text alternatively titled also found turiyatita upanishad turiyatitavadhutopanisad
8934,"Harwood Creek is a small river in San Mateo County , California . It is a tributary of Pescadero Creek .","Pescadero Creek is a small river in San Mateo County , California The river is a tributary of Harwood Creek .",0,harwood creek small river san mateo county california tributary pescadero creek,pescadero creek small river san mateo county california river tributary harwood creek
364158,John L. Hamilton had maintained a private practice with Perkins in addition to his activities on the board .,John L. Hamilton had maintained a private practice with Perkins in addition to his service on the board .,1,john l hamilton maintained private practice perkins addition activity board,john l hamilton maintained private practice perkins addition service board
314177,Crapo ( generally Crepaux spelled ) is sometimes pronounced `` Cray-poe,Crapo ( sometimes spelled Crepaux ) is generally pronounced `` Cray-poe ``,0,crapo generally crepaux spelled sometimes pronounced craypoe,crapo sometimes spelled crepaux generally pronounced craypoe
588896,"Its natural habitats are dry savanna , rocky territory and urban areas .","Its natural habitats are dry savanna , rocky areas , and urban areas .",1,natural habitat dry savanna rocky territory urban area,natural habitat dry savanna rocky area urban area
423758,"For each concept , the thesauri provided the usual lexical and semantic information : preferred labels , synonyms and notes , broader and related concepts , etc .","For each concept , the thesauri provided the usual lexical and semantic information : preferred labels , synonyms and notes , further-reaching and related concepts , etc .",1,concept thesaurus provided usual lexical semantic information preferred label synonym note broader related concept etc,concept thesaurus provided usual lexical semantic information preferred label synonym note furtherreaching related concept etc
339418,A few months later Zeke is still working with Melissa on the radio station .,"A few months later , Zeke is still working at the radio station with Melissa .",1,month later zeke still working melissa radio station,month later zeke still working radio station melissa
308758,The characteristic skin time is a typical time of resistive magnetohydrodynamic ( MHD ) phenomena .,Resistive skin time is a characteristic time of typical magnetohydrodynamic ( MHD ) phenomena .,0,characteristic skin time typical time resistive magnetohydrodynamic mhd phenomenon,resistive skin time characteristic time typical magnetohydrodynamic mhd phenomenon
72642,"This module transfers the geometrical input file HEC-RAS based on cross sections , benches and manning - coefficient data and prepares the resulting water levels back to Aquaterra .","This module transfers the HEC-RAS geometric input file based on cross sections , banks and Manning coefficient data and prepares the resulting water levels back to Aquaterra .",1,module transfer geometrical input file hecras based cross section bench manning coefficient data prepares resulting water level back aquaterra,module transfer hecras geometric input file based cross section bank manning coefficient data prepares resulting water level back aquaterra
476037,"Today , Garden City benefits from the quality of the planning resulting from the design concept of Kitimat .","Today , Kitimat benefits from the quality of planning resulting from the Garden City design concept .",0,today garden city benefit quality planning resulting design concept kitimat,today kitimat benefit quality planning resulting garden city design concept
109603,There is currently a debate about the extent to which the principle is still applied in practice .,There is currently a discussion about the extent to which the principle is still being applied in practice .,1,currently debate extent principle still applied practice,currently discussion extent principle still applied practice
608950,Married to David Dale Mary Dale ( daughter of James Haldane Stewart ) .,James Haldane Stewart married Mary Dale ( daughter of David Dale ) .,0,married david dale mary dale daughter james haldane stewart,james haldane stewart married mary dale daughter david dale
98718,"Marathi is state language , spoken widely , Goan Konkani is also understood but not implemented .","Marathi is the state language , widely spoken , Goan Konkani is also understood , but not implemented .",1,marathi state language spoken widely goan konkani also understood implemented,marathi state language widely spoken goan konkani also understood implemented
130944,"On 7 October 2013 , John John Humphrys presented her first edition of `` Today `` when her co-exhibitor Husain was .","Husain presented her first edition of `` Today `` on 7 October 2013 , when her co-presenter was John Humphrys .",0,7 october 2013 john john humphrys presented first edition today coexhibitor husain,husain presented first edition today 7 october 2013 copresenter john humphrys
399833,From the traditional European rendering of this Chinese name derives the French name Kekouan ( `` Ke Kwan `` ) .,The traditional European name of Kekouan ( `` Ke Kwan `` ) derives from the French reproduction of this Chinese name .,0,traditional european rendering chinese name derives french name kekouan ke kwan,traditional european name kekouan ke kwan derives french reproduction chinese name
506285,The ORCV was renamed as the Cruising Yacht Club of Victoria by a group of yachtsmen in 1949 and formed in 1972 .,The ORCV was founded in 1949 by a group of sailors as the Cruising Yacht Club of Victoria and renamed in 1972 .,0,orcv renamed cruising yacht club victoria group yachtsman 1949 formed 1972,orcv founded 1949 group sailor cruising yacht club victoria renamed 1972
374027,"Wong Chuk Hang or Staunton Creek is an industrial and residential area in southern district of Hong Kong Island , Hong Kong .","Wong Chuk Hang or Staunton Creek is an industrial and residential area in the Southern District of Hong Kong , in Hong Kong Island .",0,wong chuk hang staunton creek industrial residential area southern district hong kong island hong kong,wong chuk hang staunton creek industrial residential area southern district hong kong hong kong island
156015,Judah Segal was the son of Moshe Zvi Segal and the elder brother of Samuel Segal .,Judah Segal was the son of Moshe Zvi Segal and the elder brother Samuel Segal .,1,judah segal son moshe zvi segal elder brother samuel segal,judah segal son moshe zvi segal elder brother samuel segal
326556,"In season 8 , however , Warrick told Catherine that he was getting divorced .","However , in season 8 , Catherine Warrick told him that he was divorced .",0,season 8 however warrick told catherine getting divorced,however season 8 catherine warrick told divorced
626546,The northernmost point cape inscription is the location of the plates and the main lighthouse .,The main most point Cape Inscription is the location of the plates and the northerly lighthouse .,0,northernmost point cape inscription location plate main lighthouse,main point cape inscription location plate northerly lighthouse
637809,"Thoman was forced to resign on May 11 , 2000 , with Allaire resuming the role of CEO and he promoted Anne M. Mulcahy to President and COO .","On May 11 , 2000 , Thoman was forced to resign , with Allaire resuming the role of CEO and promoting Anne M. Mulcahy as President and COO .",1,thoman forced resign may 11 2000 allaire resuming role ceo promoted anne mulcahy president coo,may 11 2000 thoman forced resign allaire resuming role ceo promoting anne mulcahy president coo
327388,"The film was well received by the spectators and praised for its technique and performances , Billy Bob Thornton was highly praised in the role of Ed Crane .",The film was well received by audiences and praised for its technique and performances . Billy Bob Thornton was highly praised in the role of Ed Crane .,1,film well received spectator praised technique performance billy bob thornton highly praised role ed crane,film well received audience praised technique performance billy bob thornton highly praised role ed crane
354124,"In 1894 , the railway opened a branch , from Kingston Road and Water Street north via Lyall Avenue and Kimberley Street to Gerrard and Main Streets .","In 1894 , the railway opened a branch running from Kimberley Street north via Lyall Avenue and Kingston Road and Water Street to Gerrard and Main Streets .",0,1894 railway opened branch kingston road water street north via lyall avenue kimberley street gerrard main street,1894 railway opened branch running kimberley street north via lyall avenue kingston road water street gerrard main street
340208,Many U.S. companies openly implement PtD concepts and have developed management practices to support them .,Many US companies openly implement PtD concepts and have developed management practices to support them .,1,many u company openly implement ptd concept developed management practice support,many u company openly implement ptd concept developed management practice support
555249,"In February 2018 , Tamplin was under police investigation after `` Gangster threats `` were made by Billericay Town footballer Elliot Kebbie .","In February 2018 , Tamplin was under police investigation after alleged `` gangster threats `` were made by him to Billericay Town footballer Elliot Kebbie .",0,february 2018 tamplin police investigation gangster threat made billericay town footballer elliot kebbie,february 2018 tamplin police investigation alleged gangster threat made billericay town footballer elliot kebbie
307049,"While Lorne has a broken leg , McKay only ends up with a few scrapes and bruises .","While Lorne has a broken leg , McKay ends with only a few scratches and bruises .",1,lorne broken leg mckay end scrape bruise,lorne broken leg mckay end scratch bruise
527729,"She attended Rollins College in Maine and then Bates College in Florida , where she studied in French .",She attended Rollins College in Maine and then Bates College in Florida where she majored in French .,1,attended rollins college maine bates college florida studied french,attended rollins college maine bates college florida majored french
510972,"In the novel , Cassandra Clare includes references to the works of Holly Black , who is a friend of Clare 's .","In the novel , Cassandra Clare includes references to the works of Holly Black , a friend of Clare .",1,novel cassandra clare includes reference work holly black friend clare,novel cassandra clare includes reference work holly black friend clare
210186,"Peggy Michel / Olga Morozova defeated Evonne Goolagong / Julie Anthony with 6 -- 2 , 6 -- 4","Peggy Michel / Olga Morozova defeated Evonne Goolagong / Julie Anthony 6 -- 2 , 6 -- 4",1,peggy michel olga morozova defeated evonne goolagong julie anthony 6 2 6 4,peggy michel olga morozova defeated evonne goolagong julie anthony 6 2 6 4
404374,"Some of the athletic rivals of the pacers include the Buckeye valley barons , also from Knox County and the Mount Vernon Yellow Jackets of Delaware County .","Some of the Pacers ' athletic rivals include the Buckeye Valley Barons , also based out of Delaware County , and the Mount Vernon Yellow Jackets of Knox County .",0,athletic rival pacer include buckeye valley baron also knox county mount vernon yellow jacket delaware county,pacer athletic rival include buckeye valley baron also based delaware county mount vernon yellow jacket knox county
164369,"He may have worked as a lumberjack in Canada , and later claimed to have robbed a bank in Seattle .",He may have worked as a logger in Seattle and later claimed to have robbed a bank in Canada .,0,may worked lumberjack canada later claimed robbed bank seattle,may worked logger seattle later claimed robbed bank canada
447778,The game resulted in the National League defeating the American League 4-2 .,The game resulted in the National League beating the American League 4-2 .,1,game resulted national league defeating american league 42,game resulted national league beating american league 42
580429,This method of distribution was unique in the advanced field of proprietary and competitive industrial electronics .,This distribution method was unique in the proprietary and competitive industrial field of advanced electronics .,0,method distribution unique advanced field proprietary competitive industrial electronics,distribution method unique proprietary competitive industrial field advanced electronics
255714,Howell coached Cal State Northridge from 1998 to 2005 where he led the Matadors to two Big Sky Conference Titles . Major League player Kameron Loe played for Howell .,"From 1998 to 2005 , Howell Cal State trained Northridge , where he led the Matadors to two Big Sky Conference titles , Major League player Cameron Loe played for Howell .",1,howell coached cal state northridge 1998 2005 led matador two big sky conference title major league player kameron loe played howell,1998 2005 howell cal state trained northridge led matador two big sky conference title major league player cameron loe played howell
322951,The novel was written under the pseudonym Lou Marinoff by Lou Tafler .,The novel was written by Lou Marinoff under the pseudonym Lou Tafler .,0,novel written pseudonym lou marinoff lou tafler,novel written lou marinoff pseudonym lou tafler
247188,It is often supplied in different concentrations and further diluted before use with water .,It is further supplied in different concentrations and is often diluted with water before use .,0,often supplied different concentration diluted use water,supplied different concentration often diluted water use
431526,"In May 1394 , Saray together with Timur 's other wives followed her husband with the `` ughruq `` to Armenia and Transcaucasia , where Ibrahim was born .","In May 1394 , Saray along with Timur 's other wives followed her husband with the `` ughruq `` to Armenia and Transcaucasia where Ibrahim was born .",1,may 1394 saray together timur wife followed husband ughruq armenia transcaucasia ibrahim born,may 1394 saray along timur wife followed husband ughruq armenia transcaucasia ibrahim born
623236,"Station Hainan East Ring Intercity Rail is a railway station in Qionghai , Hainan , People 's Republic of China .","Hainan East Ring Intercity Rail railway station is a railway station of Qionghai located in Hainan , People 's Republic of China .",1,station hainan east ring intercity rail railway station qionghai hainan people republic china,hainan east ring intercity rail railway station railway station qionghai located hainan people republic china
525679,"Two , Arthur William Devis ( 1757 -- 1810 ) and Thomas Anthony Devis ( 1762 -- 1822 ) , became painters .","Painters were two two , Arthur William Devis ( 1757 -- 1810 ) and Thomas Anthony Devis ( 1762 -- 1822 ) .",1,two arthur william devi 1757 1810 thomas anthony devi 1762 1822 became painter,painter two two arthur william devi 1757 1810 thomas anthony devi 1762 1822
522037,"Former students of the school include former tennis player Roy Evans , ethics entrepreneur Anita Roddick , and actor Martin Lee , who played Tony Caunter in `` EastEnders `` .","Former students of the school include former tennis player Roy Evans , ethical entrepreneur Anita Roddick and actor Martin Lee , who played Tony Caunter in `` EastEnders `` .",1,former student school include former tennis player roy evans ethic entrepreneur anita roddick actor martin lee played tony caunter eastenders,former student school include former tennis player roy evans ethical entrepreneur anita roddick actor martin lee played tony caunter eastenders
19446,"It included San Francisco River , New Mexico and the East , Middle and West Forks of the Gila in Gila River .","In New Mexico , it included San Francisco River , Gila River , and the East , Middle and West Forks of the Gila .",0,included san francisco river new mexico east middle west fork gila gila river,new mexico included san francisco river gila river east middle west fork gila
253382,"Felix Mizell Wilson ( 24 November 1897 - 18 July 1968 ) was a lieutenant and lawyer , the son of Felix Zollicoffer Wilson .","Felix Mizell Wilson ( November 24 , 1897 -- July 18 , 1968 ) was a lieutenant and lawyer , the son of Felix Zollicoffer Wilson .",1,felix mizell wilson 24 november 1897 18 july 1968 lieutenant lawyer son felix zollicoffer wilson,felix mizell wilson november 24 1897 july 18 1968 lieutenant lawyer son felix zollicoffer wilson
500752,"Butterworth Island is located at the mouth of Sumner Strait , where it flows into the Duncan Canal , past the larger Woewodski Island .",Butterworth Island is located at the mouth of the Duncan Canal where it debouches into the Sumner Strait past the larger Woewodski Island .,0,butterworth island located mouth sumner strait flow duncan canal past larger woewodski island,butterworth island located mouth duncan canal debouches sumner strait past larger woewodski island
563304,George F. Mayer was Secretary and Roy Crandall was treasurer .,George F. Mayer was secretary and Roy S. Crandall was Treasurer .,1,george f mayer secretary roy crandall treasurer,george f mayer secretary roy crandall treasurer
183763,It runs from PA 997 in Mont Alto north to PA 274 in Green Park .,It runs from PA 997 at Mont Alto North to PA 274 in Green Park .,1,run pa 997 mont alto north pa 274 green park,run pa 997 mont alto north pa 274 green park
139357,"In both medieval Islamic society and modern society , anesthesia and antisepsis are important aspects of surgery .",Anaesthesia and antisepsis are important aspects of surgery both in modern and medieval Islamic society .,0,medieval islamic society modern society anesthesia antisepsis important aspect surgery,anaesthesia antisepsis important aspect surgery modern medieval islamic society
32970,Acollas became interested in oriental language and was a member of the Japanese Research Society .,Acollas was interested in oriental language and has been a member of the Japanese Research Society .,1,acollas became interested oriental language member japanese research society,acollas interested oriental language member japanese research society
550875,"The category of rings has a number of important subcategories . These include the integral subcategories of full rings , principal ideal domains , commutative domains , and fields .","The category of the rings has a number of important subcategories : these include the complete subcategories of commutative rings , integral domains , main ideal domains and fields .",0,category ring number important subcategories include integral subcategories full ring principal ideal domain commutative domain field,category ring number important subcategories include complete subcategories commutative ring integral domain main ideal domain field
48025,"Inspired by Alexa Ray Joel , his daughter was Christie Brinkley .","It was inspired by Alexa Ray Joel , his daughter by Christie Brinkley .",1,inspired alexa ray joel daughter christie brinkley,inspired alexa ray joel daughter christie brinkley
304169,"In many useful cases , the distribution of electrical charge can be mathematically replaced by an equivalent distribution of a magnetic current .","In many useful cases , a distribution of electric charge can be mathematically replaced by an equivalent distribution of magnetic current .",1,many useful case distribution electrical charge mathematically replaced equivalent distribution magnetic current,many useful case distribution electric charge mathematically replaced equivalent distribution magnetic current
414955,"He and a friend from New Orleans , Vincenzo `` James `` Cammarata Lo Cascio , had travelled around the country , most recently in Buffalo , New York .","He and a friend from New Orleans , Vincenzo `` James `` Cammarata Lo Cascio , had been traveling the country , most recently in Buffalo , New York .",1,friend new orleans vincenzo james cammarata lo cascio travelled around country recently buffalo new york,friend new orleans vincenzo james cammarata lo cascio traveling country recently buffalo new york
278664,"Without the latter condition , all Proth numbers would be greater than 1 odd numbers .","Without the latter condition , all Proth integers greater than 1 would be odd numbers .",1,without latter condition proth number would greater 1 odd number,without latter condition proth integer greater 1 would odd number
409233,"Rachel Summers hoped to change the future by stopping the creation of her father 's Sentinels , but she was foiled by her girlfriend Tanya .","Rachel Summers hoped to change the future by stopping her father 's creation of the Sentinels , but she was thwarted by her friend Tanya .",1,rachel summer hoped change future stopping creation father sentinel foiled girlfriend tanya,rachel summer hoped change future stopping father creation sentinel thwarted friend tanya
419815,"He has two brothers , the actors Rishi and Rajiv , and two sisters , Rima and businesswoman Ritu .","He has two brothers , actors Rishi and Rajiv , and two sisters , Rima and businesswoman Ritu .",1,two brother actor rishi rajiv two sister rima businesswoman ritu,two brother actor rishi rajiv two sister rima businesswoman ritu
100174,"Kollegah would rap entertaining and well-made verses but still , they can not reach the high level of his previous albums .","Collega would rap entertaining and well-made verses , but they can still not reach the high level of his previous albums .",1,kollegah would rap entertaining wellmade verse still reach high level previous album,collega would rap entertaining wellmade verse still reach high level previous album
8157,"Mildred Diefenderfer was born in 1918 as Thompson in Allentown , Pennsylvania , the only child by Orlando and Mary Diefenderfer .","Mildred Diefenderfer was born Thompson in Allentown , Pennsylvania , in 1918 , the only child of Orlando and Mary Diefenderfer .",1,mildred diefenderfer born 1918 thompson allentown pennsylvania child orlando mary diefenderfer,mildred diefenderfer born thompson allentown pennsylvania 1918 child orlando mary diefenderfer
593632,"De Rokha also discovered the philosophy of Friedrich Nietzsche , the poet Maudit and Walt Whitman , with whom he strongly identified .","De Rokha also discovered the philosophy of Friedrich Nietzsche , the poète maudit and Walt Whitman , with whom he identified strongly .",1,de rokha also discovered philosophy friedrich nietzsche poet maudit walt whitman strongly identified,de rokha also discovered philosophy friedrich nietzsche pote maudit walt whitman identified strongly
127868,"William Frederick Campbell , 2nd Baron Stratheden , 2nd Baron Campbell ( 15 October 1824 -- 21 January 1893 ) , was a British peer and Liberal politician .","William William Frederick Campbell , 2 Baron Stratheden , 2nd Baron Campbell ( October 15 , 1824 - January 21 , 1893 ) , was a liberal peer and British politician .",0,william frederick campbell 2nd baron stratheden 2nd baron campbell 15 october 1824 21 january 1893 british peer liberal politician,william william frederick campbell 2 baron stratheden 2nd baron campbell october 15 1824 january 21 1893 liberal peer british politician
356423,`` tertiary and secondary debate `` is supported by a number of organizations in the United States at the American parliamentary levels .,The `` American parliamentary debate `` is supported by a number of organizations in the United States at tertiary and secondary level .,0,tertiary secondary debate supported number organization united state american parliamentary level,american parliamentary debate supported number organization united state tertiary secondary level
427887,"The episode was written by Paul Corrigan , Brad Walsh , and Abraham Higginbotham , and is directed by Gail Mancuso .","The episode was directed by Paul Corrigan , Brad Walsh & Abraham Higginbotham and written by Gail Mancuso .",0,episode written paul corrigan brad walsh abraham higginbotham directed gail mancuso,episode directed paul corrigan brad walsh abraham higginbotham written gail mancuso
513612,The Stemnic River is a tributary of the Bârlad River in Romania .,The Bâladlad River is a tributary of the Stemnic River in Romania .,0,stemnic river tributary brlad river romania,bladlad river tributary stemnic river romania
513936,"Afouène Gharbi ( born October 15 , 1980 ) is a Tunisian footballer who currently plays as a midfielder for the Libyan Premier League - Club Shat .","Afouène Gharbi ( born October 15 , 1980 ) is a Libyan footballer . He currently plays for the Tunisian Premier League club Shat as a midfielder .",0,afoune gharbi born october 15 1980 tunisian footballer currently play midfielder libyan premier league club shat,afoune gharbi born october 15 1980 libyan footballer currently play tunisian premier league club shat midfielder
448836,"To the West is Chart Sutton CP ; to the South , Headcorn CP ; to the East , E Sutton CP ; to the NE .","To the west lies Chart Sutton CP , to the south Headcorn CP , to the east , E Sutton CP , to the northeast .",1,west chart sutton cp south headcorn cp east e sutton cp ne,west lie chart sutton cp south headcorn cp east e sutton cp northeast
272984,The title track was sung by Ilakkiyan and composed by popular playback singer Solar Sai .,The title track was composed by Ilakkiyan and was sung by popular playback singer Solar Sai .,0,title track sung ilakkiyan composed popular playback singer solar sai,title track composed ilakkiyan sung popular playback singer solar sai
339454,The town lies 20 miles west of Baltimore and 40 Miles north of Washington D.C .,The city lies 20 miles north of Baltimore and 40 miles west of Washington D.C .,0,town lie 20 mile west baltimore 40 mile north washington dc,city lie 20 mile north baltimore 40 mile west washington dc
645397,"Shota Takeda started Game 3 for the BayStars , and Joe Wieland started for the Hawks .",Joe Joe Wieland started the game 3 for BayStars and Shota Takeda for the Hawks .,0,shota takeda started game 3 baystars joe wieland started hawk,joe joe wieland started game 3 baystars shota takeda hawk
93922,"The first universalist society by Salem is a historic universalist former church building at 211 Bridge Street in Salem , Massachusetts .","The First Universalist Society of Salem is a former Universalist historic church building at 211 Bridge Street in Salem , Massachusetts .",0,first universalist society salem historic universalist former church building 211 bridge street salem massachusetts,first universalist society salem former universalist historic church building 211 bridge street salem massachusetts
64802,"He is married to Karen Elliott House . They have four children : Jason ( daughter of first wife Francie ) , Petra , Hillary , and Juicy Jade .","He is married to Karen Elliott House , they have four children : Hillary ( daughter of the first wife Francie ) , Petra , Jason and Juicy Jade .",0,married karen elliott house four child jason daughter first wife francie petra hillary juicy jade,married karen elliott house four child hillary daughter first wife francie petra jason juicy jade
230652,It has two main causes : fibromuscular dysplasia and atheromatous stenosis . Also diabetes,It has two main causes : atheromatous dysplasia and fibromuscular stenosis .,0,two main cause fibromuscular dysplasia atheromatous stenosis also diabetes,two main cause atheromatous dysplasia fibromuscular stenosis
476784,"In 2007 , Wynn wrote the music for the American television series `` `` and the international television series `` Supernatural `` .","In 2007 , Wynn wrote the music for the international television series and the American TV-series Supernatural .",0,2007 wynn wrote music american television series international television series supernatural,2007 wynn wrote music international television series american tvseries supernatural
520792,The company has two more branches in Hanoi and Ho Chi Minh City .,The Company has two more branches in Hanoi and in Ho Chi Minh City .,1,company two branch hanoi ho chi minh city,company two branch hanoi ho chi minh city
641742,"Born in Gilfach Goch , Hall was a great running centre / wing with a strong tackle .","Hall , born in Gilfach Goch , was a strong running centre / wing with a great device .",0,born gilfach goch hall great running centre wing strong tackle,hall born gilfach goch strong running centre wing great device
378994,"In the 1980s , McCulloch worked as a psychiatric nurse in Rauceby Hospital , the south Lincolnshire psychiatric hospital located in Sleaford , Lincolnshire .","In the 1980s , McCulloch worked as a psychiatric nurse in the Rauceby Hospital , the southern Lincolnshire psychiatric hospital in Sleaford , Lincolnshire .",1,1980s mcculloch worked psychiatric nurse rauceby hospital south lincolnshire psychiatric hospital located sleaford lincolnshire,1980s mcculloch worked psychiatric nurse rauceby hospital southern lincolnshire psychiatric hospital sleaford lincolnshire
149040,American-Irish businessman Chuck Feeney established the Atlantic Philanthropies in Bermuda in 1982 .,Irish-American businessman Chuck Feeney founded the Atlantic Philanthropies in Bermuda in 1982 .,0,americanirish businessman chuck feeney established atlantic philanthropy bermuda 1982,irishamerican businessman chuck feeney founded atlantic philanthropy bermuda 1982
135341,"To become the leading organization of Canada , committed to the economic development of a modern , competitive Africa .",To become Africa 's leading organization committed to the economic development of a modern competitive Canada .,0,become leading organization canada committed economic development modern competitive africa,become africa leading organization committed economic development modern competitive canada
571374,"Ebsary was recalled for the second match against South Africa , which won Australia , and for the last group match against the West Indian Islands .","Ebsary was dropped for the last match against South Africa , which Australia won , and recalled for the second group match against the West Indies .",0,ebsary recalled second match south africa australia last group match west indian island,ebsary dropped last match south africa australia recalled second group match west indie
586185,"Without this assumption , it would be impossible to establish direct communication between the two clients , and a triangular relay would have to perform a costly routing .","Without this assumption , it would not be possible to establish a direct communication between the two clients , and a costly relay would have to perform triangular routing .",0,without assumption would impossible establish direct communication two client triangular relay would perform costly routing,without assumption would possible establish direct communication two client costly relay would perform triangular routing
528914,The series borrowed the cast of `` Vampire Expert `` and had Lam in a supporting role .,The series borrowed the filling of `` Vampire Expert `` and had Lam in a supporting role .,1,series borrowed cast vampire expert lam supporting role,series borrowed filling vampire expert lam supporting role
246253,"Mike Altman is the director 's son , Robert Altman , and was 14 years old when he wrote the lyrics of the song .","Robert Altman is the son of the original film 's director , Mike Altman , and was 14 years old when he wrote the song 's lyrics .",0,mike altman director son robert altman 14 year old wrote lyric song,robert altman son original film director mike altman 14 year old wrote song lyric
605324,Her style as a poet is consistently concerned with conveying reality appropriately .,"Consequently , her style as a poet is appropriately concerned with consistently conveying reality .",0,style poet consistently concerned conveying reality appropriately,consequently style poet appropriately concerned consistently conveying reality
266073,Bronopol is poorly soluble in non-polar solvents but shows a high affinity for polar organic solvents .,"Bronopol is poorly soluble in unpolar solvents , but it shows a high affinity for polar organic solvents .",1,bronopol poorly soluble nonpolar solvent show high affinity polar organic solvent,bronopol poorly soluble unpolar solvent show high affinity polar organic solvent
511033,"Holwell is a small village and civil community two miles north of Hitchin in Hertfordshire , England .","Holwell is a civil village and a small parish two miles north of Hitchin in Hertfordshire , England ,",0,holwell small village civil community two mile north hitchin hertfordshire england,holwell civil village small parish two mile north hitchin hertfordshire england
422895,"In 1331 , Alfonso XI renounced his rights and swore Alfonso of Castile to loyalty .","In 1331 , Alfonso renounced his rights and swore allegiance to Alfonso XI of Castile .",0,1331 alfonso xi renounced right swore alfonso castile loyalty,1331 alfonso renounced right swore allegiance alfonso xi castile
573680,"Although married , Davis had a live-in mistress , Annie , from 1887 until his death . Andrews was the cousin of his wife Emma Andrews .","Although married , Davis had a living mistress , Emma Andrews , from 1887 until his death , Andrews was the cousin of his wife Annie .",0,although married davis livein mistress annie 1887 death andrew cousin wife emma andrew,although married davis living mistress emma andrew 1887 death andrew cousin wife annie
445315,"Tribe Aal Ashraaf Almanafah sons Sidi Omar Mukhtar and reside Balbtnan and Tobruk , as well as Western Sahara Egyptian diameter and martyrs whom Sheikh Sharif Manaf .","Aal Ashraaf Almanafah sons Sidi Omar Mukhtar and live Balbtnan and Tobruk , as well as Western Sahara Egyptian diameter and martyrs , the Sheikh Sharif Manaf .",1,tribe aal ashraaf almanafah son sidi omar mukhtar reside balbtnan tobruk well western sahara egyptian diameter martyr sheikh sharif manaf,aal ashraaf almanafah son sidi omar mukhtar live balbtnan tobruk well western sahara egyptian diameter martyr sheikh sharif manaf
523743,The methods of transcendence theory and diophantine approximation have much in common : they both use the auxiliary function concept .,The methods of transcendence theory and auxiliary approximation have much in common : they both use the diophantine functional concept .,0,method transcendence theory diophantine approximation much common use auxiliary function concept,method transcendence theory auxiliary approximation much common use diophantine functional concept
